id,name,price,size
116,Wilkinson,75,500
117,AmebaWater,0,0
118,CrystalGeyser,35,500
119,CrystalGeyser,35,500
120,Wilkinson,75,500
121,Perrier,79,500
122,AlcaliIonWater,79,2000
123,Wilkinson,75,500
124,AlcaliIonWater,79,2000
125,Perrier,79,500
126,Perrier,79,500
127,Volvic,66,500
128,Wilkinson,75,500
129,AmebaWater,0,0
130,Wilkinson,75,500
131,Perrier,79,500
132,CrystalGeyser,35,500
133,Irohasu,70,500
134,Volvic,66,500
135,Irohasu,70,500
136,Irohasu,70,500
137,Perrier,79,500
138,Contrex,108,1500
139,AmebaWater,0,0
140,Contrex,108,1500
141,Contrex,108,1500
142,AmebaWater,0,0
143,Irohasu,70,500
144,Wilkinson,75,500
145,Irohasu,70,500
146,CrystalGeyser,35,500
147,CrystalGeyser,35,500
148,AlcaliIonWater,79,2000
149,Irohasu,70,500
150,Volvic,66,500
151,AmebaWater,0,0
152,Perrier,79,500
153,Volvic,66,500
154,Irohasu,70,500
155,CrystalGeyser,35,500
156,AlcaliIonWater,79,2000
157,AmebaWater,0,0
158,Wilkinson,75,500
159,CrystalGeyser,35,500
160,AlcaliIonWater,79,2000
161,CrystalGeyser,35,500
162,Irohasu,70,500
163,Irohasu,70,500
164,Contrex,108,1500
165,AlcaliIonWater,79,2000
166,AmebaWater,0,0
167,Irohasu,70,500
168,AmebaWater,0,0
169,AlcaliIonWater,79,2000
170,Volvic,66,500
171,Perrier,79,500
172,Volvic,66,500
173,CrystalGeyser,35,500
174,AlcaliIonWater,79,2000
175,Volvic,66,500
176,Contrex,108,1500
177,Perrier,79,500
178,AlcaliIonWater,79,2000
179,Perrier,79,500
180,AmebaWater,0,0
181,Perrier,79,500
182,Perrier,79,500
183,AlcaliIonWater,79,2000
184,Volvic,66,500
185,Wilkinson,75,500
186,Irohasu,70,500
187,Irohasu,70,500
188,CrystalGeyser,35,500
189,Contrex,108,1500
190,Irohasu,70,500
191,Perrier,79,500
192,Perrier,79,500
193,Contrex,108,1500
194,CrystalGeyser,35,500
195,Wilkinson,75,500
196,Wilkinson,75,500
197,AmebaWater,0,0
198,Volvic,66,500
199,Contrex,108,1500
200,AmebaWater,0,0
201,Irohasu,70,500
202,Perrier,79,500
203,CrystalGeyser,35,500
204,Irohasu,70,500
205,Volvic,66,500
206,AlcaliIonWater,79,2000
207,CrystalGeyser,35,500
208,Volvic,66,500
209,CrystalGeyser,35,500
210,Irohasu,70,500
211,Volvic,66,500
212,Volvic,66,500
213,Irohasu,70,500
214,Volvic,66,500
215,CrystalGeyser,35,500
216,Contrex,108,1500
217,Volvic,66,500
218,AlcaliIonWater,79,2000
219,AlcaliIonWater,79,2000
220,Irohasu,70,500
221,Irohasu,70,500
222,Volvic,66,500
223,Irohasu,70,500
224,AmebaWater,0,0
225,CrystalGeyser,35,500
226,Volvic,66,500
227,AmebaWater,0,0
228,Perrier,79,500
229,AmebaWater,0,0
230,Volvic,66,500
231,Volvic,66,500
232,Volvic,66,500
233,AmebaWater,0,0
234,CrystalGeyser,35,500
235,CrystalGeyser,35,500
236,Wilkinson,75,500
237,AlcaliIonWater,79,2000
238,Wilkinson,75,500
239,AlcaliIonWater,79,2000
240,CrystalGeyser,35,500
241,Irohasu,70,500
242,Contrex,108,1500
243,Contrex,108,1500
244,Volvic,66,500
245,CrystalGeyser,35,500
246,Irohasu,70,500
247,CrystalGeyser,35,500
248,AmebaWater,0,0
249,AmebaWater,0,0
250,Volvic,66,500
251,Irohasu,70,500
252,CrystalGeyser,35,500
253,Contrex,108,1500
254,Volvic,66,500
255,AmebaWater,0,0
256,Perrier,79,500
257,AlcaliIonWater,79,2000
258,Contrex,108,1500
259,Contrex,108,1500
260,AmebaWater,0,0
261,Perrier,79,500
262,Irohasu,70,500
263,Perrier,79,500
264,CrystalGeyser,35,500
265,Wilkinson,75,500
266,Perrier,79,500
267,Irohasu,70,500
268,AmebaWater,0,0
269,Wilkinson,75,500
270,CrystalGeyser,35,500
271,Wilkinson,75,500
272,CrystalGeyser,35,500
273,Wilkinson,75,500
274,CrystalGeyser,35,500
275,Contrex,108,1500
276,CrystalGeyser,35,500
277,Perrier,79,500
278,Volvic,66,500
279,Volvic,66,500
280,CrystalGeyser,35,500
281,Contrex,108,1500
282,Volvic,66,500
283,AmebaWater,0,0
284,Wilkinson,75,500
285,AlcaliIonWater,79,2000
286,Volvic,66,500
287,Perrier,79,500
288,Irohasu,70,500
289,AmebaWater,0,0
290,Wilkinson,75,500
291,Wilkinson,75,500
292,CrystalGeyser,35,500
293,Wilkinson,75,500
294,Contrex,108,1500
295,CrystalGeyser,35,500
296,Irohasu,70,500
297,CrystalGeyser,35,500
298,CrystalGeyser,35,500
299,Contrex,108,1500
300,CrystalGeyser,35,500
301,CrystalGeyser,35,500
302,Volvic,66,500
303,Contrex,108,1500
304,Volvic,66,500
305,AmebaWater,0,0
306,AlcaliIonWater,79,2000
307,Volvic,66,500
308,Perrier,79,500
309,AmebaWater,0,0
310,Perrier,79,500
311,CrystalGeyser,35,500
312,Perrier,79,500
313,AmebaWater,0,0
314,Volvic,66,500
315,Volvic,66,500
316,Perrier,79,500
317,Perrier,79,500
318,Irohasu,70,500
319,Irohasu,70,500
320,AlcaliIonWater,79,2000
321,Irohasu,70,500
322,AlcaliIonWater,79,2000
323,Wilkinson,75,500
324,Wilkinson,75,500
325,AmebaWater,0,0
326,Perrier,79,500
327,Volvic,66,500
328,Wilkinson,75,500
329,AmebaWater,0,0
330,Perrier,79,500
331,Irohasu,70,500
332,Irohasu,70,500
333,Wilkinson,75,500
334,Contrex,108,1500
335,Irohasu,70,500
336,Contrex,108,1500
337,Perrier,79,500
338,CrystalGeyser,35,500
339,Volvic,66,500
340,Wilkinson,75,500
341,Irohasu,70,500
342,AlcaliIonWater,79,2000
343,CrystalGeyser,35,500
344,Contrex,108,1500
345,Volvic,66,500
346,Irohasu,70,500
347,Contrex,108,1500
348,AlcaliIonWater,79,2000
349,Irohasu,70,500
350,Irohasu,70,500
351,Contrex,108,1500
352,Wilkinson,75,500
353,CrystalGeyser,35,500
354,CrystalGeyser,35,500
355,Volvic,66,500
356,Irohasu,70,500
357,Contrex,108,1500
358,Irohasu,70,500
359,Perrier,79,500
360,CrystalGeyser,35,500
361,Perrier,79,500
362,Perrier,79,500
363,AmebaWater,0,0
364,CrystalGeyser,35,500
365,CrystalGeyser,35,500
366,Irohasu,70,500
367,Volvic,66,500
368,Wilkinson,75,500
369,CrystalGeyser,35,500
370,AlcaliIonWater,79,2000
371,Irohasu,70,500
372,CrystalGeyser,35,500
373,AmebaWater,0,0
374,AlcaliIonWater,79,2000
375,CrystalGeyser,35,500
376,Irohasu,70,500
377,Wilkinson,75,500
378,Irohasu,70,500
379,Contrex,108,1500
380,Wilkinson,75,500
381,AlcaliIonWater,79,2000
382,Contrex,108,1500
383,Volvic,66,500
384,Contrex,108,1500
385,Perrier,79,500
386,CrystalGeyser,35,500
387,AlcaliIonWater,79,2000
388,Irohasu,70,500
389,AlcaliIonWater,79,2000
390,Volvic,66,500
391,Contrex,108,1500
392,Wilkinson,75,500
393,Irohasu,70,500
394,Wilkinson,75,500
395,Volvic,66,500
396,Contrex,108,1500
397,Perrier,79,500
398,Perrier,79,500
399,AlcaliIonWater,79,2000
400,Contrex,108,1500
401,AmebaWater,0,0
402,Wilkinson,75,500
403,Irohasu,70,500
404,Perrier,79,500
405,AmebaWater,0,0
406,Irohasu,70,500
407,CrystalGeyser,35,500
408,Perrier,79,500
409,CrystalGeyser,35,500
410,Perrier,79,500
411,AlcaliIonWater,79,2000
412,Perrier,79,500
413,CrystalGeyser,35,500
414,AlcaliIonWater,79,2000
415,CrystalGeyser,35,500
416,Wilkinson,75,500
417,AmebaWater,0,0
418,Perrier,79,500
419,AmebaWater,0,0
420,CrystalGeyser,35,500
421,CrystalGeyser,35,500
422,Contrex,108,1500
423,Contrex,108,1500
424,CrystalGeyser,35,500
425,AmebaWater,0,0
426,Volvic,66,500
427,Irohasu,70,500
428,Wilkinson,75,500
429,Irohasu,70,500
430,Volvic,66,500
431,Irohasu,70,500
432,AlcaliIonWater,79,2000
433,Contrex,108,1500
434,Volvic,66,500
435,Contrex,108,1500
436,Wilkinson,75,500
437,Contrex,108,1500
438,Wilkinson,75,500
439,Perrier,79,500
440,CrystalGeyser,35,500
441,CrystalGeyser,35,500
442,AlcaliIonWater,79,2000
443,AmebaWater,0,0
444,Wilkinson,75,500
445,Contrex,108,1500
446,CrystalGeyser,35,500
447,CrystalGeyser,35,500
448,Perrier,79,500
449,Wilkinson,75,500
450,Volvic,66,500
451,AlcaliIonWater,79,2000
452,Contrex,108,1500
453,AlcaliIonWater,79,2000
454,AmebaWater,0,0
455,Contrex,108,1500
456,Irohasu,70,500
457,CrystalGeyser,35,500
458,Irohasu,70,500
459,Volvic,66,500
460,Wilkinson,75,500
461,Irohasu,70,500
462,Perrier,79,500
463,Irohasu,70,500
464,Wilkinson,75,500
465,AlcaliIonWater,79,2000
466,Contrex,108,1500
467,Volvic,66,500
468,AmebaWater,0,0
469,Perrier,79,500
470,AlcaliIonWater,79,2000
471,Volvic,66,500
472,Irohasu,70,500
473,AlcaliIonWater,79,2000
474,Wilkinson,75,500
475,AlcaliIonWater,79,2000
476,CrystalGeyser,35,500
477,AmebaWater,0,0
478,CrystalGeyser,35,500
479,CrystalGeyser,35,500
480,CrystalGeyser,35,500
481,Volvic,66,500
482,CrystalGeyser,35,500
483,AmebaWater,0,0
484,Contrex,108,1500
485,Irohasu,70,500
486,Volvic,66,500
487,Contrex,108,1500
488,AmebaWater,0,0
489,CrystalGeyser,35,500
490,Wilkinson,75,500
491,AmebaWater,0,0
492,CrystalGeyser,35,500
493,Perrier,79,500
494,Contrex,108,1500
495,Irohasu,70,500
496,Irohasu,70,500
497,Perrier,79,500
498,AlcaliIonWater,79,2000
499,AlcaliIonWater,79,2000
500,CrystalGeyser,35,500
501,Contrex,108,1500
502,AlcaliIonWater,79,2000
503,AmebaWater,0,0
504,CrystalGeyser,35,500
505,AmebaWater,0,0
506,AlcaliIonWater,79,2000
507,Wilkinson,75,500
508,Irohasu,70,500
509,CrystalGeyser,35,500
510,Volvic,66,500
511,Perrier,79,500
512,Wilkinson,75,500
513,Wilkinson,75,500
514,Wilkinson,75,500
515,CrystalGeyser,35,500
516,AmebaWater,0,0
517,Perrier,79,500
518,Irohasu,70,500
519,Irohasu,70,500
520,Irohasu,70,500
521,Irohasu,70,500
522,AmebaWater,0,0
523,Perrier,79,500
524,Wilkinson,75,500
525,Volvic,66,500
526,CrystalGeyser,35,500
527,CrystalGeyser,35,500
528,CrystalGeyser,35,500
529,Wilkinson,75,500
530,AmebaWater,0,0
531,Contrex,108,1500
532,AmebaWater,0,0
533,AmebaWater,0,0
534,Wilkinson,75,500
535,Contrex,108,1500
536,CrystalGeyser,35,500
537,Irohasu,70,500
538,Volvic,66,500
539,Wilkinson,75,500
540,AlcaliIonWater,79,2000
541,AlcaliIonWater,79,2000
542,CrystalGeyser,35,500
543,AmebaWater,0,0
544,AlcaliIonWater,79,2000
545,Irohasu,70,500
546,AmebaWater,0,0
547,Irohasu,70,500
548,Wilkinson,75,500
549,CrystalGeyser,35,500
550,CrystalGeyser,35,500
551,Perrier,79,500
552,Perrier,79,500
553,CrystalGeyser,35,500
554,Perrier,79,500
555,Volvic,66,500
556,CrystalGeyser,35,500
557,Volvic,66,500
558,CrystalGeyser,35,500
559,Volvic,66,500
560,Volvic,66,500
561,AlcaliIonWater,79,2000
562,Perrier,79,500
563,Irohasu,70,500
564,Volvic,66,500
565,Irohasu,70,500
566,Contrex,108,1500
567,AlcaliIonWater,79,2000
568,CrystalGeyser,35,500
569,Irohasu,70,500
570,AlcaliIonWater,79,2000
571,AmebaWater,0,0
572,Irohasu,70,500
573,AlcaliIonWater,79,2000
574,Perrier,79,500
575,CrystalGeyser,35,500
576,Wilkinson,75,500
577,Volvic,66,500
578,Perrier,79,500
579,CrystalGeyser,35,500
580,Contrex,108,1500
581,AmebaWater,0,0
582,Wilkinson,75,500
583,CrystalGeyser,35,500
584,Wilkinson,75,500
585,CrystalGeyser,35,500
586,Perrier,79,500
587,Contrex,108,1500
588,Perrier,79,500
589,Volvic,66,500
590,Volvic,66,500
591,Volvic,66,500
592,Perrier,79,500
593,CrystalGeyser,35,500
594,Volvic,66,500
595,AlcaliIonWater,79,2000
596,CrystalGeyser,35,500
597,Volvic,66,500
598,AlcaliIonWater,79,2000
599,AmebaWater,0,0
600,Volvic,66,500
601,AlcaliIonWater,79,2000
602,Wilkinson,75,500
603,AmebaWater,0,0
604,Volvic,66,500
605,Contrex,108,1500
606,Volvic,66,500
607,Perrier,79,500
608,Contrex,108,1500
609,AmebaWater,0,0
610,Contrex,108,1500
611,Irohasu,70,500
612,Contrex,108,1500
613,CrystalGeyser,35,500
614,AmebaWater,0,0
615,Perrier,79,500
616,Wilkinson,75,500
617,CrystalGeyser,35,500
618,AlcaliIonWater,79,2000
619,Perrier,79,500
620,Irohasu,70,500
621,CrystalGeyser,35,500
622,AmebaWater,0,0
623,CrystalGeyser,35,500
624,Perrier,79,500
625,Perrier,79,500
626,Volvic,66,500
627,Perrier,79,500
628,AmebaWater,0,0
629,Volvic,66,500
630,Irohasu,70,500
631,AlcaliIonWater,79,2000
632,Perrier,79,500
633,Contrex,108,1500
634,Wilkinson,75,500
635,AlcaliIonWater,79,2000
636,CrystalGeyser,35,500
637,AmebaWater,0,0
638,Perrier,79,500
639,Wilkinson,75,500
640,CrystalGeyser,35,500
641,Contrex,108,1500
642,AlcaliIonWater,79,2000
643,Wilkinson,75,500
644,CrystalGeyser,35,500
645,Irohasu,70,500
646,Wilkinson,75,500
647,AlcaliIonWater,79,2000
648,AlcaliIonWater,79,2000
649,AmebaWater,0,0
650,AlcaliIonWater,79,2000
651,AlcaliIonWater,79,2000
652,Volvic,66,500
653,Volvic,66,500
654,Irohasu,70,500
655,Contrex,108,1500
656,Contrex,108,1500
657,Perrier,79,500
658,Contrex,108,1500
659,Irohasu,70,500
660,CrystalGeyser,35,500
661,Volvic,66,500
662,Irohasu,70,500
663,Perrier,79,500
664,AlcaliIonWater,79,2000
665,Irohasu,70,500
666,AlcaliIonWater,79,2000
667,Volvic,66,500
668,CrystalGeyser,35,500
669,Volvic,66,500
670,AlcaliIonWater,79,2000
671,Perrier,79,500
672,Perrier,79,500
673,Perrier,79,500
674,AlcaliIonWater,79,2000
675,Irohasu,70,500
676,Wilkinson,75,500
677,Contrex,108,1500
678,Wilkinson,75,500
679,Contrex,108,1500
680,Volvic,66,500
681,Contrex,108,1500
682,AlcaliIonWater,79,2000
683,AmebaWater,0,0
684,AmebaWater,0,0
685,Wilkinson,75,500
686,AlcaliIonWater,79,2000
687,Wilkinson,75,500
688,AmebaWater,0,0
689,Perrier,79,500
690,AmebaWater,0,0
691,AmebaWater,0,0
692,CrystalGeyser,35,500
693,Contrex,108,1500
694,Perrier,79,500
695,CrystalGeyser,35,500
696,Volvic,66,500
697,AlcaliIonWater,79,2000
698,Perrier,79,500
699,Irohasu,70,500
700,AlcaliIonWater,79,2000
701,AmebaWater,0,0
702,Wilkinson,75,500
703,Contrex,108,1500
704,Irohasu,70,500
705,Perrier,79,500
706,Volvic,66,500
707,Wilkinson,75,500
708,Perrier,79,500
709,Wilkinson,75,500
710,Volvic,66,500
711,Volvic,66,500
712,Volvic,66,500
713,Wilkinson,75,500
714,Volvic,66,500
715,AlcaliIonWater,79,2000
716,AlcaliIonWater,79,2000
717,Perrier,79,500
718,CrystalGeyser,35,500
719,Wilkinson,75,500
720,AmebaWater,0,0
721,Wilkinson,75,500
722,Volvic,66,500
723,Wilkinson,75,500
724,Volvic,66,500
725,AmebaWater,0,0
726,Irohasu,70,500
727,Irohasu,70,500
728,Wilkinson,75,500
729,Irohasu,70,500
730,Volvic,66,500
731,CrystalGeyser,35,500
732,CrystalGeyser,35,500
733,Wilkinson,75,500
734,Contrex,108,1500
735,Volvic,66,500
736,CrystalGeyser,35,500
737,Contrex,108,1500
738,Wilkinson,75,500
739,Volvic,66,500
740,AlcaliIonWater,79,2000
741,Volvic,66,500
742,Perrier,79,500
743,Wilkinson,75,500
744,Wilkinson,75,500
745,CrystalGeyser,35,500
746,Wilkinson,75,500
747,Wilkinson,75,500
748,AlcaliIonWater,79,2000
749,Contrex,108,1500
750,Volvic,66,500
751,Volvic,66,500
752,Volvic,66,500
753,CrystalGeyser,35,500
754,Contrex,108,1500
755,AmebaWater,0,0
756,Volvic,66,500
757,AmebaWater,0,0
758,AmebaWater,0,0
759,Volvic,66,500
760,Perrier,79,500
761,Irohasu,70,500
762,Perrier,79,500
763,AmebaWater,0,0
764,Perrier,79,500
765,Irohasu,70,500
766,Irohasu,70,500
767,AlcaliIonWater,79,2000
768,Irohasu,70,500
769,CrystalGeyser,35,500
770,Wilkinson,75,500
771,Perrier,79,500
772,Perrier,79,500
773,Wilkinson,75,500
774,AlcaliIonWater,79,2000
775,Perrier,79,500
776,Perrier,79,500
777,Wilkinson,75,500
778,AlcaliIonWater,79,2000
779,Volvic,66,500
780,Contrex,108,1500
781,Wilkinson,75,500
782,Irohasu,70,500
783,AmebaWater,0,0
784,Contrex,108,1500
785,Perrier,79,500
786,Irohasu,70,500
787,AlcaliIonWater,79,2000
788,Volvic,66,500
789,Volvic,66,500
790,AmebaWater,0,0
791,CrystalGeyser,35,500
792,Irohasu,70,500
793,AlcaliIonWater,79,2000
794,CrystalGeyser,35,500
795,Volvic,66,500
796,Volvic,66,500
797,CrystalGeyser,35,500
798,CrystalGeyser,35,500
799,Irohasu,70,500
800,Volvic,66,500
801,Contrex,108,1500
802,Contrex,108,1500
803,Contrex,108,1500
804,Volvic,66,500
805,AmebaWater,0,0
806,Perrier,79,500
807,CrystalGeyser,35,500
808,Volvic,66,500
809,Wilkinson,75,500
810,AmebaWater,0,0
811,Contrex,108,1500
812,Contrex,108,1500
813,CrystalGeyser,35,500
814,Wilkinson,75,500
815,Volvic,66,500
816,Volvic,66,500
817,Contrex,108,1500
818,Irohasu,70,500
819,AlcaliIonWater,79,2000
820,Perrier,79,500
821,Perrier,79,500
822,Volvic,66,500
823,Wilkinson,75,500
824,Volvic,66,500
825,Perrier,79,500
826,Volvic,66,500
827,AlcaliIonWater,79,2000
828,Volvic,66,500
829,Irohasu,70,500
830,AlcaliIonWater,79,2000
831,Volvic,66,500
832,Wilkinson,75,500
833,Perrier,79,500
834,AmebaWater,0,0
835,Irohasu,70,500
836,Wilkinson,75,500
837,Wilkinson,75,500
838,AlcaliIonWater,79,2000
839,Perrier,79,500
840,Perrier,79,500
841,CrystalGeyser,35,500
842,CrystalGeyser,35,500
843,CrystalGeyser,35,500
844,Contrex,108,1500
845,AmebaWater,0,0
846,CrystalGeyser,35,500
847,Contrex,108,1500
848,Wilkinson,75,500
849,Perrier,79,500
850,Perrier,79,500
851,Irohasu,70,500
852,Irohasu,70,500
853,Volvic,66,500
854,Irohasu,70,500
855,Contrex,108,1500
856,CrystalGeyser,35,500
857,Irohasu,70,500
858,Volvic,66,500
859,Irohasu,70,500
860,CrystalGeyser,35,500
861,Volvic,66,500
862,AlcaliIonWater,79,2000
863,Contrex,108,1500
864,Wilkinson,75,500
865,Contrex,108,1500
866,CrystalGeyser,35,500
867,AlcaliIonWater,79,2000
868,CrystalGeyser,35,500
869,Irohasu,70,500
870,AlcaliIonWater,79,2000
871,AlcaliIonWater,79,2000
872,Contrex,108,1500
873,Irohasu,70,500
874,Wilkinson,75,500
875,AmebaWater,0,0
876,AmebaWater,0,0
877,Perrier,79,500
878,Perrier,79,500
879,AlcaliIonWater,79,2000
880,Irohasu,70,500
881,Wilkinson,75,500
882,Contrex,108,1500
883,Contrex,108,1500
884,Contrex,108,1500
885,AlcaliIonWater,79,2000
886,Contrex,108,1500
887,AmebaWater,0,0
888,AlcaliIonWater,79,2000
889,Perrier,79,500
890,CrystalGeyser,35,500
891,Wilkinson,75,500
892,Perrier,79,500
893,AlcaliIonWater,79,2000
894,Contrex,108,1500
895,Irohasu,70,500
896,Wilkinson,75,500
897,Wilkinson,75,500
898,Contrex,108,1500
899,Irohasu,70,500
900,Wilkinson,75,500
901,AmebaWater,0,0
902,AmebaWater,0,0
903,Volvic,66,500
904,Perrier,79,500
905,CrystalGeyser,35,500
906,Contrex,108,1500
907,Irohasu,70,500
908,CrystalGeyser,35,500
909,Irohasu,70,500
910,Contrex,108,1500
911,CrystalGeyser,35,500
912,AlcaliIonWater,79,2000
913,Contrex,108,1500
914,CrystalGeyser,35,500
915,AlcaliIonWater,79,2000
916,Perrier,79,500
917,Contrex,108,1500
918,Irohasu,70,500
919,Contrex,108,1500
920,Volvic,66,500
921,AmebaWater,0,0
922,AmebaWater,0,0
923,Volvic,66,500
924,Wilkinson,75,500
925,AmebaWater,0,0
926,Perrier,79,500
927,Volvic,66,500
928,AmebaWater,0,0
929,Perrier,79,500
930,Irohasu,70,500
931,AlcaliIonWater,79,2000
932,AlcaliIonWater,79,2000
933,Irohasu,70,500
934,AmebaWater,0,0
935,CrystalGeyser,35,500
936,Perrier,79,500
937,AmebaWater,0,0
938,Irohasu,70,500
939,Volvic,66,500
940,Wilkinson,75,500
941,AlcaliIonWater,79,2000
942,CrystalGeyser,35,500
943,Irohasu,70,500
944,Volvic,66,500
945,Wilkinson,75,500
946,Contrex,108,1500
947,Wilkinson,75,500
948,AmebaWater,0,0
949,Wilkinson,75,500
950,Irohasu,70,500
951,Contrex,108,1500
952,AmebaWater,0,0
953,Irohasu,70,500
954,Wilkinson,75,500
955,Wilkinson,75,500
956,Perrier,79,500
957,Perrier,79,500
958,Contrex,108,1500
959,AmebaWater,0,0
960,Perrier,79,500
961,Perrier,79,500
962,Wilkinson,75,500
963,AmebaWater,0,0
964,AlcaliIonWater,79,2000
965,Contrex,108,1500
966,AmebaWater,0,0
967,CrystalGeyser,35,500
968,Perrier,79,500
969,AlcaliIonWater,79,2000
970,CrystalGeyser,35,500
971,Perrier,79,500
972,Wilkinson,75,500
973,AmebaWater,0,0
974,AmebaWater,0,0
975,AmebaWater,0,0
976,Perrier,79,500
977,Irohasu,70,500
978,Contrex,108,1500
979,Volvic,66,500
980,AmebaWater,0,0
981,CrystalGeyser,35,500
982,Contrex,108,1500
983,AmebaWater,0,0
984,AmebaWater,0,0
985,CrystalGeyser,35,500
986,Volvic,66,500
987,CrystalGeyser,35,500
988,AlcaliIonWater,79,2000
989,Wilkinson,75,500
990,AlcaliIonWater,79,2000
991,Irohasu,70,500
992,AmebaWater,0,0
993,Irohasu,70,500
994,CrystalGeyser,35,500
995,Irohasu,70,500
996,AmebaWater,0,0
997,Volvic,66,500
998,Perrier,79,500
999,CrystalGeyser,35,500
1000,CrystalGeyser,35,500
1001,Contrex,108,1500
1002,AlcaliIonWater,79,2000
1003,Volvic,66,500
1004,Perrier,79,500
1005,AmebaWater,0,0
1006,Contrex,108,1500
1007,Wilkinson,75,500
1008,Irohasu,70,500
1009,Volvic,66,500
1010,Perrier,79,500
1011,Wilkinson,75,500
1012,Volvic,66,500
1013,Perrier,79,500
1014,CrystalGeyser,35,500
1015,Irohasu,70,500
1016,Volvic,66,500
1017,Perrier,79,500
1018,Irohasu,70,500
1019,AlcaliIonWater,79,2000
1020,Volvic,66,500
1021,Irohasu,70,500
1022,AmebaWater,0,0
1023,AmebaWater,0,0
1024,CrystalGeyser,35,500
1025,CrystalGeyser,35,500
1026,Wilkinson,75,500
1027,Perrier,79,500
1028,Contrex,108,1500
1029,Perrier,79,500
1030,Irohasu,70,500
1031,CrystalGeyser,35,500
1032,Contrex,108,1500
1033,Volvic,66,500
1034,Wilkinson,75,500
1035,AmebaWater,0,0
1036,AlcaliIonWater,79,2000
1037,CrystalGeyser,35,500
1038,Wilkinson,75,500
1039,Wilkinson,75,500
1040,Perrier,79,500
1041,CrystalGeyser,35,500
1042,Contrex,108,1500
1043,CrystalGeyser,35,500
1044,Perrier,79,500
1045,CrystalGeyser,35,500
1046,Perrier,79,500
1047,Irohasu,70,500
1048,Contrex,108,1500
1049,CrystalGeyser,35,500
1050,Perrier,79,500
1051,AmebaWater,0,0
1052,Volvic,66,500
1053,Volvic,66,500
1054,Irohasu,70,500
1055,Wilkinson,75,500
1056,Volvic,66,500
1057,Irohasu,70,500
1058,Perrier,79,500
1059,AlcaliIonWater,79,2000
1060,Contrex,108,1500
1061,Perrier,79,500
1062,AmebaWater,0,0
1063,AlcaliIonWater,79,2000
1064,Contrex,108,1500
1065,Contrex,108,1500
1066,AlcaliIonWater,79,2000
1067,Perrier,79,500
1068,Irohasu,70,500
1069,Contrex,108,1500
1070,Irohasu,70,500
